Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Density Value (g / ml),Density Uncertainty (g / ml),Source
dhmix_1012183243489432298,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7629,,CCCC(=O)OC,Solvent,0.2371,,0.789,,,,10.1021/acs.jced.5b00813
dhmix_1014571590257984792,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.455,,Cc1ccccc1,Solvent,0.545,,0.0323,,,,10.1016/j.fluid.2007.03.017
dhmix_1014729458055084408,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.25,,O=C1CCCC1,Solvent,0.75,,0.11325,,,,10.1021/je025649t
dens_1015286046418800344,298.15,100.8,Liquid,2,CC(C)OC(C)C,Solvent,0.25,,CCO,Solvent,0.75,,,,0.7614000000000002,,10.1021/je050031f
dens_1024892219101145364,313.15,101.0,Liquid,2,NCCNCCO,Solvent,0.3997,,O,Solvent,0.6003,,,,1.0370100000000002,,10.1021/je060032n
dens_1025012537594376581,298.15,101.0,Liquid,2,CCCCCCCCC,Solvent,0.4992,,COC(C)(C)C,Solvent,0.5008,,,,0.7207300000000002,,10.1021/je700428f
dhmix_1027524180386870709,308.15,101.0,Liquid,2,CCOCCO,Solvent,0.2411,,c1ccccc1,Solvent,0.7589,,0.6303,,,,10.1016/j.fluid.2006.04.016
dens_1030340454208141101,298.15,101.3,Liquid,2,CN(C)CCO,Solvent,0.26433,,O,Solvent,0.73567,,,,0.9590000000000002,,10.1021/acs.jced.6b00888
dens_1030909680751660576,298.15,101.0,Liquid,2,NCCO,Solvent,0.78535,,c1ccncc1,Solvent,0.21465,,,,1.002592,,10.1021/je400184t
dhmix_1034654669006499208,298.15,101.0,Liquid,2,CC(C)(C)Cl,Solvent,0.2192,,CC(C)OC(C)C,Solvent,0.7808,,0.007,,,,10.1016/j.fluid.2011.06.001
dens_1035150359265659686,298.15,101.325,Liquid,1,C=CCCCC,Solvent,1.0,,,,,,,,0.6693400000000002,,10.1021/acs.jced.6b00905
dens_1043282446106614633,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.0598,,COC=O,Solvent,0.9402,,,,1.06428,,10.1016/j.jct.2006.05.004
dens_1045267188670336584,298.15,101.325,Liquid,1,CCCCBr,Solvent,1.0,,,,,,,,1.26683,,10.1021/je0501235
dens_1046692735910168950,298.15,101.3,Liquid,2,CCCCCC(C)=O,Solvent,0.2097,,CCCCNCCCC,Solvent,0.7903,,,,0.7655110000000002,,10.1016/j.jct.2011.05.003
dens_1046910827380023051,298.15,101.325,Liquid,1,ClCCCCCl,Solvent,1.0,,,,,,,,1.13332,,10.1016/j.jct.2005.03.020
dens_1050524861696305836,298.15,100.0,Liquid,2,CCCCCCC,Solvent,0.497,,CNc1ccccc1,Solvent,0.503,,,,0.8106920000000002,,10.1021/je400134d
dens_1055001180780458676,298.15,101.0,Liquid,2,OC1=NCCC1,Solvent,0.8312,,c1ccncc1,Solvent,0.1688,,,,1.0872000000000004,,10.1021/je301353z
dens_1057503192731382531,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2536,,Cc1ccncc1,Solvent,0.7464,,,,0.9329390000000002,,10.1016/j.tca.2011.02.002
dens_1057996105368282584,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.5106,,CCN(CC)CC,Solvent,0.4894,,,,0.7527560000000002,,10.1016/j.tca.2010.09.004
dens_1058772259032256761,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2275,,CN1CCCC1=O,Solvent,0.7725,,,,0.9583800000000002,,10.1016/j.jct.2006.06.005
dens_1060814159520526962,298.15,101.0,Liquid,2,CNC=O,Solvent,0.5198,,Cc1ccccc1N,Solvent,0.4802,,,,1.0015600000000002,,10.1016/j.tca.2011.06.020
dens_1061068543980177416,298.15,100.0,Liquid,2,CO,Solvent,0.2729,,COC=O,Solvent,0.7271,,,,0.9321000000000004,,10.1016/j.jct.2015.02.019
dhmix_1061082834374270115,298.15,100.0,Liquid,2,CC(=O)c1ccccc1,Solvent,0.7006,,CC(C)O,Solvent,0.2994,,1.3758,,,,10.1021/je7006633
dens_1061400574140163114,298.0,100.0,Liquid,2,CC(=O)N(C)C,Solvent,0.2001,,ClCCCCCl,Solvent,0.7999,,,,1.0978,,10.1021/je700339f
dens_1061951591974663769,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.5006,,CCCCCC(C)=O,Solvent,0.4994,,,,0.8916700000000002,,10.1021/je034037l
dhmix_1063440454484769070,298.15,101.0,Liquid,2,C=CCCCC,Solvent,0.25,,CCCCO,Solvent,0.75,,0.2829,,,,10.1016/j.fluid.2011.11.005
dens_1064020219415124638,298.15,101.3,Liquid,2,Clc1ccccc1,Solvent,0.7358,,c1ccccc1,Solvent,0.2642,,,,1.0465000000000002,,10.1021/je030130y
dhmix_1065570896798566890,298.15,101.0,Liquid,2,O,Solvent,0.2307,,OC1=NCCC1,Solvent,0.7693,,-0.678,,,,10.1016/j.jct.2013.09.015
dhmix_1071260818262789834,298.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.66958,,c1ccncc1,Solvent,0.33042,,-0.12,,,,10.1021/je400184t
dens_1071358544702870950,298.15,101.325,Liquid,1,CCN(CC)CC,Solvent,1.0,,,,,,,,0.7228140000000002,,10.1016/j.jct.2013.09.026
dhmix_1084723358390488187,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.4407,,CCCC(=O)OC,Solvent,0.5593,,1.053,,,,10.1021/acs.jced.5b00813
dens_1086832781362509924,303.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.7793,,CN1CCCC1=O,Solvent,0.2207,,,,0.8467600000000002,,10.1016/j.jct.2009.01.006
dhmix_1090317179501290620,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.788,,CCCNCCC,Solvent,0.212,,0.088,,,,10.1016/j.fluid.2013.01.011
dens_1090585180211831429,298.05,101.0,Liquid,1,BrCCCCCBr,Solvent,1.0,,,,,,,,1.6918700000000002,,10.1021/je060200b
dhmix_1090606554309358086,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.5324,,CCCCCCCC,Solvent,0.4676,,0.258,,,,10.1016/j.fluid.2006.03.020
dens_1092132725155090729,298.15,101.3,Liquid,2,C1COCO1,Solvent,0.3499,,CCCC(C)=O,Solvent,0.6501,,,,0.8687200000000003,,10.1021/je034223r
dens_1098809582150536619,298.15,100.0,Liquid,2,C1COCCO1,Solvent,0.7489,,O=C1CCCCCC1,Solvent,0.2511,,,,0.9994100000000002,,10.1021/acs.jced.6b00606
dens_1100122022723903762,298.15,101.3,Liquid,2,CC(C)OC(C)C,Solvent,0.4811,,CCO,Solvent,0.5189,,,,0.7460000000000002,,10.1016/j.jct.2006.09.006
dhmix_1100241506322318218,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.4783,,Cc1ccncc1,Solvent,0.5217,,-1.4295,,,,10.1016/j.jct.2010.12.028
dhmix_1100268908064148816,298.15,101.0,Liquid,2,NCCO,Solvent,0.74678,,c1ccncc1,Solvent,0.25322,,0.612,,,,10.1021/je400184t
dhmix_1101808236706864937,298.15,101.0,Liquid,2,O,Solvent,0.2192,,OCC(O)CO,Solvent,0.7808,,-0.292,,,,10.1016/j.tca.2009.06.004
dens_1105752345121711758,298.15,101.325,Liquid,1,CC/C=C\CCO,Solvent,1.0,,,,,,,,0.8486400000000002,,10.1021/je300280s
dhmix_1107955582246165927,298.2,101.3,Liquid,2,CCOC(=O)CC(=O)OCC,Solvent,0.2515,,CO,Solvent,0.7485,,1.083,,,,10.1021/je9003806
dens_1108158115858107397,298.15,101.0,Liquid,2,CC(C)=O,Solvent,0.6993,,Nc1ccccc1,Solvent,0.3007,,,,0.8786430000000003,,10.1021/je900874z
dens_1110062607728275576,293.15,101.0,Liquid,2,NCCNCCN,Solvent,0.4974,,O,Solvent,0.5026,,,,0.9928000000000002,,10.1016/j.jct.2008.11.012
dens_1115769062041711849,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.3142,,c1ccccc1,Solvent,0.6858,,,,0.9043500000000002,,10.1021/je100526j
dens_1118999232582194771,298.15,100.0,Liquid,2,C1COCCO1,Solvent,0.2555,,O=C1CCCCCC1,Solvent,0.7445,,,,0.9616800000000002,,10.1021/acs.jced.6b00606
dens_1127776837003551162,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.7803,,CCCCCC(C)=O,Solvent,0.2197,,,,0.9576500000000002,,10.1021/je034037l
dens_1131491164411358686,298.15,101.325,Liquid,1,Cc1cccc(C)n1,Solvent,1.0,,,,,,,,0.9181900000000004,,10.1021/je200093f
dens_1132332119637194387,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2318,,Cc1ccccc1C,Solvent,0.7682,,,,0.8770400000000002,,10.1021/je5004719
dhmix_1135952064362176233,303.15,100.0,Liquid,2,O,Solvent,0.5098,,OCCN(CCO)CCO,Solvent,0.4902,,-1.221,,,,10.1016/j.jct.2015.04.030
dhmix_1136832435353050300,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.55,,O,Solvent,0.45,,-3.547,,,,10.1016/j.jct.2015.06.006
dens_1137597098172076189,298.15,101.0,Liquid,2,CC(=O)CC(C)C,Solvent,0.2017,,CCC(C)(C)O,Solvent,0.7983,,,,0.8030000000000002,,10.1021/je300678r
dhmix_1139263374951425145,298.15,101.0,Liquid,2,O,Solvent,0.7681,,OC1=NCCC1,Solvent,0.2319,,-0.5238,,,,10.1016/j.jct.2013.09.015
dens_1142119620647890296,298.15,101.325,Liquid,2,CN(CCO)CCO,Solvent,0.4849,,O,Solvent,0.5151,,,,1.048636,,10.1021/je030120x
dhmix_1142362965330949520,308.15,101.0,Liquid,2,C1COCO1,Solvent,0.2679,,Cc1ccccc1Cl,Solvent,0.7321,,0.272,,,,10.1021/je400722h
dens_1143469683378810829,298.0,100.0,Liquid,2,CC(=O)N(C)C,Solvent,0.4999,,ClCCCl,Solvent,0.5001,,,,1.0774000000000004,,10.1021/je700339f
dens_1146355998257600336,298.15,100.8,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.75,,CC(C)OC(C)C,Solvent,0.25,,,,0.6937500000000002,,10.1021/je050367p
dhmix_1149746817010695859,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5175,,Cc1ccccc1Cl,Solvent,0.4825,,-0.22,,,,10.1021/je400722h
dhmix_1150313316993004620,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.2132,,CCCNCCC,Solvent,0.7868,,0.137,,,,10.1016/j.fluid.2013.01.011
dhmix_1155140759068853643,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.498,,ClCCCl,Solvent,0.502,,-0.663,,,,10.1016/j.jct.2007.06.017
dens_1155394874630241238,298.15,101.0,Liquid,2,CNCCO,Solvent,0.8009,,O,Solvent,0.1991,,,,0.9466300000000002,,10.1021/je060457+
dhmix_1155599408771963631,298.15,101.0,Liquid,2,CC(C)CCl,Solvent,0.0907,,CC(C)OC(C)C,Solvent,0.9093,,-0.0302,,,,10.1016/j.fluid.2011.06.001
dens_1156454225157943793,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.5,,CCCO,Solvent,0.5,,,,0.7214400000000002,,10.1016/j.fluid.2012.06.031
dens_1159104734842184913,298.15,101.325,Liquid,1,CCOC(=O)CC(=O)OCC,Solvent,1.0,,,,,,,,1.0496030000000005,,10.1021/je9003806
dens_1159965777381373690,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2981,,CCCC(=O)OC,Solvent,0.7019,,,,0.8119000000000002,,10.1021/acs.jced.5b00813
dens_1160917725905550824,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7286,,CCC(=O)OC,Solvent,0.2714,,,,1.7949900000000003,,10.1016/j.jct.2006.05.004
dhmix_1163693201297310461,298.15,101.3,Liquid,2,CCCCO,Solvent,0.2473,,OCCO,Solvent,0.7527,,0.55438,,,,10.1021/je030207i
dens_1164291960845840283,298.15,101.3,Liquid,2,CN(C)CCO,Solvent,0.7652,,O,Solvent,0.2348,,,,0.8989030000000002,,10.1016/j.jct.2004.11.016
dhmix_1165760386617578123,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4822,,Cc1ccccn1,Solvent,0.5178,,0.1728,,,,10.1016/j.tca.2011.02.002
dens_1167619037714797066,293.15,101.0,Liquid,2,CN1CCOCC1,Solvent,0.4983,,O,Solvent,0.5017,,,,0.9627600000000002,,10.1021/je800197t
dhmix_1168291248409168021,298.15,101.3,Liquid,2,C1CCOCC1,Solvent,0.25,,CCO,Solvent,0.75,,0.57017,,,,10.1021/je049852v
dens_1170896940110261890,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.2511,,COC(C)=O,Solvent,0.7489,,,,0.9105300000000002,,10.1021/acs.jced.5b00813
dens_1171221904828498375,298.15,101.3,Liquid,2,CC(C)(C)Cl,Solvent,0.7152,,CC(C)OC(C)C,Solvent,0.2848,,,,0.7971450000000002,,10.1007/s10765-010-0737-5
dens_1171553063294304442,293.15,101.0,Liquid,2,NCCNCCN,Solvent,0.2449,,O,Solvent,0.7551,,,,1.0275000000000003,,10.1016/j.jct.2008.11.012
dhmix_1173749197121258546,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.5095,,c1ccncc1,Solvent,0.4905,,-2.649,,,,10.1016/j.fluid.2013.10.029
dens_1175073943208521894,308.15,101.325,Liquid,2,CC(C)CO,Solvent,0.7937,,CCCCBr,Solvent,0.2063,,,,0.8962800000000002,,10.1021/je0501235
dhmix_1176264893129485339,298.15,101.0,Liquid,2,C1COCCN1,Solvent,0.4911,,O,Solvent,0.5089,,-3.131,,,,10.1016/j.jct.2015.06.006
dens_1177533547019962697,298.15,101.0,Liquid,2,C1COCCO1,Solvent,0.5136,,Cc1ccccc1Cl,Solvent,0.4864,,,,1.0536,,10.1021/je400722h
dhmix_1177574325015267824,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.4995,,c1ccncc1,Solvent,0.5005,,-0.4356,,,,10.1016/j.jct.2013.09.015
dens_1179586060709130547,298.15,101.0,Liquid,2,CCCCC,Solvent,0.504,,CCOC=O,Solvent,0.496,,,,0.7333000000000002,,10.1016/j.fluid.2013.11.026
dhmix_1180128003800239792,298.15,101.0,Liquid,2,C1CCCC1,Solvent,0.778,,CCCCCCCO,Solvent,0.222,,0.4261,,,,10.1021/je700308j
dens_1180727186516135265,298.15,101.325,Liquid,1,CN(C)CCCO,Solvent,1.0,,,,,,,,0.8808170000000002,,10.1021/acs.jced.7b00042
dens_1181124480599342089,298.15,101.0,Liquid,2,CN(C)CCCO,Solvent,0.5013,,O,Solvent,0.4987,,,,0.9170700000000004,,10.1016/j.tca.2012.05.025
dens_1182383239625687428,298.15,101.3,Liquid,2,O,Solvent,0.2552,,OC1=NCCC1,Solvent,0.7448,,,,1.1044310000000004,,10.1021/je0340809
dhmix_1188060161425252409,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4984,,CC(C)O,Solvent,0.5016,,0.801,,,,10.1016/j.jct.2015.01.013
dhmix_1188730459485170139,298.15,101.0,Liquid,2,CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,Solvent,0.701,,CCO,Solvent,0.299,,1.0,,,,10.1016/j.jct.2013.09.024
dens_1192086410612181837,298.15,101.0,Liquid,2,COC=O,Solvent,0.2795,,ClCCCl,Solvent,0.7205,,,,1.1777100000000005,,10.1016/j.jct.2006.10.008
dens_1195906415153014706,298.15,101.0,Liquid,2,O,Solvent,0.699,,OCCOCCO,Solvent,0.301,,,,1.0958900000000005,,10.1021/je700672f
dhmix_1202592112671026226,298.15,101.0,Liquid,2,C1COCCN1,Solvent,0.7149,,O,Solvent,0.2851,,-1.753,,,,10.1016/j.jct.2015.06.006
dhmix_1205210016916987252,298.15,101.0,Liquid,2,CCOC=O,Solvent,0.7374,,ClCCCl,Solvent,0.2626,,-0.2029,,,,10.1016/j.jct.2006.10.008
dhmix_1207837492819171525,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.5169,,OCCCc1ccccc1,Solvent,0.4831,,0.989,,,,10.1021/je050085p
dens_1208713842056306933,298.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.25,,O,Solvent,0.75,,,,0.9379600000000002,,10.1016/j.jct.2007.05.009
dens_1209977765685788394,298.15,101.3,Liquid,2,CCCCCC(C)=O,Solvent,0.7509,,CCCCNCCCC,Solvent,0.2491,,,,0.7951660000000003,,10.1016/j.jct.2011.05.003
dhmix_1210530196219283424,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.4882,,Cc1ccccn1,Solvent,0.5118,,-1.4976,,,,10.1016/j.jct.2010.12.028
dens_1214239530347539345,298.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.47353,,c1ccncc1,Solvent,0.52647,,,,1.0044450000000005,,10.1021/je400184t
dhmix_1218734370077115734,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2353,,CCCNCCC,Solvent,0.7647,,0.299,,,,10.1016/j.fluid.2013.01.011
dhmix_1220001778187913416,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.4894,,CCO,Solvent,0.5106,,0.400777,,,,10.1021/je9001416
dens_1223770847079169465,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2972,,C1COCCO1,Solvent,0.7028,,,,0.9312200000000004,,10.1016/j.jct.2005.09.004
dens_1224811893827821487,293.15,101.0,Liquid,2,C=C(C)[C@H]1CC=C(C)CC1,Solvent,0.5435,,CCCCCO,Solvent,0.4565,,,,0.8312000000000003,,10.1016/j.fluid.2010.03.001
dens_1226852774608289072,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.4935,,COC(C)=O,Solvent,0.5065,,,,0.8996200000000002,,10.1021/acs.jced.5b00813
dens_1227238099271099307,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.4598,,OCc1ccccc1,Solvent,0.5402,,,,0.9925100000000002,,10.1021/je050085p
dens_1227781485890933484,298.15,101.325,Liquid,1,CNC=O,Solvent,1.0,,,,,,,,0.9988000000000002,,10.1021/je050209y
dhmix_1229716885503204537,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.204,,ClCCCCCl,Solvent,0.796,,-0.039,,,,10.1016/j.jct.2007.06.017
dens_1230084657366886307,298.15,101.31,Liquid,2,CCCCOC(C)=O,Solvent,0.5044,,c1ccccc1,Solvent,0.4956,,,,0.8744300000000002,,10.1021/je800915d
dhmix_1230382986808779009,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.2516,,CCO,Solvent,0.7484,,0.201984,,,,10.1021/je9001416
dens_1231696888391460256,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.7138,,COC(C)=O,Solvent,0.2862,,,,1.7174300000000005,,10.1016/j.jct.2006.05.004
dhmix_1233708598383509204,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5319,,Cc1ccccc1,Solvent,0.4681,,-0.2225,,,,10.1016/j.jct.2010.07.016
dhmix_1234971231080678283,298.15,100.0,Liquid,2,CCCC(=O)OC,Solvent,0.4822,,COC(C)=O,Solvent,0.5178,,0.151,,,,10.1021/acs.jced.5b00813
dens_1235797664325790097,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2343,,CCCCCC,Solvent,0.7657,,,,0.6838300000000002,,10.1016/j.jct.2005.02.006
dhmix_1238112736014375546,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7346,,CCOC=O,Solvent,0.2654,,0.3604,,,,10.1016/j.jct.2005.07.009
dhmix_1240580175533561588,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.752,,Cc1ccccc1,Solvent,0.248,,-0.0091,,,,10.1016/j.fluid.2007.03.017
dens_1240717297929379733,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2,,CCCCOCCCC,Solvent,0.8,,,,0.7497500000000001,,10.1021/je900496t
dens_1245293480772890091,298.15,101.0,Liquid,2,CCCO,Solvent,0.5003,,O=Cc1ccccc1,Solvent,0.4997,,,,0.9470000000000002,,10.1021/je900212d
dhmix_1246984716371606756,298.15,100.0,Liquid,2,CCCC(=O)OC,Solvent,0.226,,COC(C)=O,Solvent,0.774,,0.102,,,,10.1021/acs.jced.5b00813
dhmix_1251170532861483077,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2632,,Cc1ccccc1Cl,Solvent,0.7368,,-0.175,,,,10.1021/je400722h
dens_1253083555210518849,298.15,101.325,Liquid,1,CCOC=O,Solvent,1.0,,,,,,,,0.91417,,10.1016/j.jct.2005.03.020
dens_1257418933389405732,293.15,101.0,Liquid,2,O,Solvent,0.5148,,OCCN1CCOCC1,Solvent,0.4852,,,,1.0866900000000004,,10.1016/j.jct.2008.01.007
dhmix_1259642632839063833,308.15,101.0,Liquid,2,CNC=O,Solvent,0.7214,,Cc1ccccc1N,Solvent,0.2786,,-0.6685,,,,10.1016/j.tca.2011.06.020
dhmix_1262516824505818950,298.15,101.0,Liquid,2,O,Solvent,0.5217,,OC1=NCCC1,Solvent,0.4783,,-0.8384,,,,10.1016/j.jct.2013.09.015
dens_1263029567993842842,298.15,101.0,Liquid,2,C1COCCO1,Solvent,0.2263,,Cc1ccccc1Cl,Solvent,0.7737,,,,1.0674000000000003,,10.1021/je400722h
dhmix_1270616579485641697,298.15,101.0,Liquid,2,CC(C)(C)O,Solvent,0.2578,,OC1=NCCC1,Solvent,0.7422,,0.2874,,,,10.1021/je801006q
dens_1270795127321851713,298.15,101.325,Liquid,1,CO,Solvent,1.0,,,,,,,,0.7866000000000002,,10.1016/j.jct.2015.09.010
dhmix_1271630187082242608,298.15,101.3,Liquid,2,CC(C)CO,Solvent,0.5019,,CCOC(=O)CC(=O)OCC,Solvent,0.4981,,2.542,,,,10.1016/j.fluid.2009.11.030
dhmix_1272013956612716633,303.15,100.0,Liquid,2,NCCCNCCCN,Solvent,0.3005,,O,Solvent,0.6995,,-6.588,,,,10.1016/j.jct.2015.04.030
dhmix_1273459918764556758,298.15,101.0,Liquid,2,COC=O,Solvent,0.7674,,ClCCCCl,Solvent,0.2326,,0.2841,,,,10.1016/j.jct.2006.10.008
dhmix_1285624540436663828,298.15,101.0,Liquid,2,CCCCC(=O)OCC,Solvent,0.7376,,CCOC(C)=O,Solvent,0.2624,,0.114,,,,10.1016/j.jct.2012.03.011
dens_1291286923805228930,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.4944,,CCC(=O)OC,Solvent,0.5056,,,,1.4941800000000005,,10.1016/j.jct.2006.05.004
dhmix_1296377927001389542,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.9018,,Nc1ccccc1,Solvent,0.0982,,-0.469,,,,10.1021/je200333p
dens_1302855343865831544,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.231278,,O,Solvent,0.768722,,,,0.9013100000000002,,10.1021/je201010s
dens_1304280191739365493,298.15,101.325,Liquid,1,O=C1CCCCCC1,Solvent,1.0,,,,,,,,0.9476200000000002,,10.1021/acs.jced.6b00606
dens_1304684448336591916,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.4999,,CCOC(=O)CC(=O)OCC,Solvent,0.5001,,,,0.9511160000000002,,10.1021/je100100n
dens_1305857610679405524,298.15,101.325,Liquid,1,CNc1ccccc1,Solvent,1.0,,,,,,,,0.9822000000000004,,10.1021/je401098b
dhmix_1305861804822074520,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2356,,c1ccccc1,Solvent,0.7644,,-0.3684,,,,10.1016/j.jct.2010.12.016
dhmix_1305963117178144476,298.15,101.0,Liquid,2,CCCCCCCl,Solvent,0.79,,CN1CCCC1=O,Solvent,0.21,,0.232,,,,10.1016/j.jct.2008.01.024
dens_1306873789391515510,298.15,101.0,Liquid,2,CCCCCCCCC,Solvent,0.6963,,COC(C)(C)C,Solvent,0.3037,,,,0.7173600000000002,,10.1021/je700428f
dhmix_1306998247632188456,313.15,101.0,Liquid,2,CC(C)O,Solvent,0.704,,O,Solvent,0.296,,0.3259,,,,10.1016/j.jct.2007.12.002
dhmix_1310843959260905128,298.15,101.0,Liquid,2,NCCO,Solvent,0.55936,,c1ccncc1,Solvent,0.44064,,0.824,,,,10.1021/je400184t
dens_1311568355146393421,298.15,101.325,Liquid,1,OCCNCCO,Solvent,1.0,,,,,,,,1.0932210000000002,,10.1021/je300938w
dens_1311996093539322834,308.15,101.325,Liquid,2,CC(C)CO,Solvent,0.4989,,CCCCBr,Solvent,0.5011,,,,1.0366800000000005,,10.1021/je0501235
dhmix_1319009072047579054,308.15,101.0,Liquid,2,CNC=O,Solvent,0.5189,,Cc1ccccc1N,Solvent,0.4811,,-0.7563,,,,10.1016/j.tca.2011.06.020
dhmix_1319149698628633276,298.15,101.325,Liquid,2,CCCO,Solvent,0.7302,,O=Cc1ccccc1,Solvent,0.2698,,1.3784,,,,10.1016/j.jct.2011.05.014
dens_1321657079885015637,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2615,,COC(C)=O,Solvent,0.7385,,,,0.8180300000000001,,10.1021/acs.jced.5b00813
dens_1328362807073513414,298.15,101.3,Liquid,2,C1COCO1,Solvent,0.7891,,O=C1CCCC1,Solvent,0.2109,,,,1.02957,,10.1021/je034223r
dens_1328436730842304792,298.15,100.0,Liquid,2,CN(C)C=O,Solvent,0.5035,,Cc1ccccc1Cl,Solvent,0.4965,,,,1.0247000000000004,,10.1016/j.jct.2013.12.006
dens_1330316981971588147,298.15,101.0,Liquid,2,CCCCCCCCC,Solvent,0.1995,,COC(C)(C)C,Solvent,0.8005,,,,0.7281100000000001,,10.1021/je700428f
dens_1330607022462496611,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2387,,Cc1ccccc1,Solvent,0.7613,,,,0.8669900000000003,,10.1021/je5004719
dens_1330765761526409400,298.15,101.325,Liquid,1,C1CCNCC1,Solvent,1.0,,,,,,,,0.8646000000000003,,10.1016/j.fluid.2009.10.018
dens_1338215536902488685,298.15,101.0,Liquid,2,CO,Solvent,0.392354,,OCCO,Solvent,0.607646,,,,1.0196000000000005,,10.1016/j.fluid.2009.03.002
dhmix_1339099399997943412,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5114,,CNC=O,Solvent,0.4886,,0.3231,,,,10.1016/j.tca.2011.06.020
dhmix_1339359222716958625,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.2681,,c1ccncc1,Solvent,0.7319,,-0.8915,,,,10.1016/j.jct.2010.12.028
dhmix_1340551154767773995,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2416,,Cc1ccncc1,Solvent,0.7584,,0.0975,,,,10.1016/j.tca.2011.02.002
dens_1341459140365396508,298.15,100.0,Liquid,2,CCOCCO,Solvent,0.5134,,OCc1ccccc1,Solvent,0.4866,,,,0.9886300000000002,,10.1016/j.jct.2015.08.040
dens_1342565937748307791,298.15,101.3,Liquid,2,CC(C)OC(C)C,Solvent,0.484,,CCCCCl,Solvent,0.516,,,,0.7925060000000002,,10.1007/s10765-010-0737-5
dens_1343748343565405271,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4794,,c1ccccc1,Solvent,0.5206,,,,0.8778700000000003,,10.1021/je5004719
dens_1347316521156444850,298.15,100.0,Liquid,2,CCCCCCC,Solvent,0.2509,,CNc1ccccc1,Solvent,0.7491,,,,0.8897150000000003,,10.1021/je400134d
