Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Density Value (g / ml),Density Uncertainty (g / ml),EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Source
dhmix_1150860957436706313,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.5006999999999999,,CCCNCCC,Solvent,0.4993,,,,0.162,0.002,10.1016/j.fluid.2013.01.011
dens_1150867901822916005,298.15,101.3,Liquid,2,CCCOC(=O)CC,Solvent,0.7346,,Cc1ccccc1,Solvent,0.2653999999999999,,0.8734100000000001,0.00021,,,10.1016/j.jct.2006.08.011
dhmix_1155140759068853643,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.498,,ClCCCl,Solvent,0.502,,,,-0.663,0.0035,10.1016/j.jct.2007.06.017
dens_1155394874630241238,298.15,101.0,Liquid,2,CNCCO,Solvent,0.8009,,O,Solvent,0.1991,,0.9466300000000002,0.00032,,,10.1021/je060457+
dhmix_1155599408771963631,298.15,101.0,Liquid,2,CC(C)CCl,Solvent,0.0907,,CC(C)OC(C)C,Solvent,0.9093,,,,-0.0302,0.00055,10.1016/j.fluid.2011.06.001
dens_1156454225157943793,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.5,,CCCO,Solvent,0.5,,0.7214400000000002,0.00028,,,10.1016/j.fluid.2012.06.031
dhmix_1157726365396549157,298.15,100.0,Liquid,2,CC#N,Solvent,0.7952,,CCCCOCCCC,Solvent,0.2047999999999999,,,,0.94289,0.005995,10.1021/acs.jced.5b00838
dens_1159965777381373690,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2981,,CCCC(=O)OC,Solvent,0.7019,,0.8119000000000002,0.000505,,,10.1021/acs.jced.5b00813
dens_1160917725905550824,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7286,,CCC(=O)OC,Solvent,0.2714,,1.7949900000000003,0.00303,,,10.1016/j.jct.2006.05.004
dens_1163770384334260420,293.15,101.0,Liquid,2,CC#N,Solvent,0.2031,,CCCCCO,Solvent,0.7968999999999999,,0.8090600000000001,0.00022,,,10.1021/je050519g
dens_1164291960845840283,298.15,101.3,Liquid,2,CN(C)CCO,Solvent,0.7652,,O,Solvent,0.2348,,0.8989030000000002,0.0005805,,,10.1016/j.jct.2004.11.016
dens_1164586730099822493,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.2336,,ClCCCCl,Solvent,0.7664,,1.1122200000000002,0.00274,,,10.1016/j.jct.2008.10.007
dhmix_1165760386617578123,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4822,,Cc1ccccn1,Solvent,0.5178,,,,0.1728,0.00135,10.1016/j.tca.2011.02.002
dens_1167127129526077881,298.15,101.33,Liquid,2,c1cc[nH]c1,Solvent,0.2273,,c1ccncc1,Solvent,0.7726999999999999,,0.9755600000000002,5.5000000000000016e-05,,,10.1016/j.fluid.2013.10.029
dens_1167619037714797066,293.15,101.0,Liquid,2,CN1CCOCC1,Solvent,0.4983,,O,Solvent,0.5017,,0.9627600000000002,0.00084,,,10.1021/je800197t
dens_1167997393996314505,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.7477,,OCCCc1ccccc1,Solvent,0.2522999999999999,,0.9827800000000002,0.00026,,,10.1021/je050085p
dhmix_1168291248409168021,298.15,101.3,Liquid,2,C1CCOCC1,Solvent,0.25,,CCO,Solvent,0.75,,,,0.57017,0.00553,10.1021/je049852v
dens_1170896940110261890,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.2511,,COC(C)=O,Solvent,0.7489,,0.9105300000000002,0.000505,,,10.1021/acs.jced.5b00813
dens_1171221904828498375,298.15,101.3,Liquid,2,CC(C)(C)Cl,Solvent,0.7152,,CC(C)OC(C)C,Solvent,0.2848,,0.7971450000000002,0.0003945,,,10.1007/s10765-010-0737-5
dhmix_1171306860680275094,298.15,101.3,Liquid,2,CCOC(=O)CC(C)=O,Solvent,0.2994,,O,Solvent,0.7006,,,,0.428,0.005,10.1021/je800889y
dens_1171553063294304442,293.15,101.0,Liquid,2,NCCNCCN,Solvent,0.2449,,O,Solvent,0.7551,,1.0275000000000003,0.0005,,,10.1016/j.jct.2008.11.012
dhmix_1172721957247923287,308.15,101.0,Liquid,2,C1COCCO1,Solvent,0.2461999999999999,,Cc1ccccc1Cl,Solvent,0.7538,,,,0.206,0.001,10.1021/je400722h
dhmix_1173145984931734773,313.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.6979,,Cc1ccccc1,Solvent,0.3021,,,,0.5221,0.0034,10.1016/j.jct.2008.12.004
dhmix_1173749197121258546,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.5095,,c1ccncc1,Solvent,0.4905,,,,-2.649,0.01645,10.1016/j.fluid.2013.10.029
dens_1173997079321229768,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.441,,CCCC(=O)OC,Solvent,0.5589999999999999,,0.7803000000000001,0.000505,,,10.1021/acs.jced.5b00813
dens_1174907758164392189,298.15,100.5,Liquid,2,CCO,Solvent,0.25,,CCOC(=O)CC(C)=O,Solvent,0.75,,0.9917100000000004,0.00017,,,10.1021/je050402s
dens_1175073943208521894,308.15,101.325,Liquid,2,CC(C)CO,Solvent,0.7937,,CCCCBr,Solvent,0.2063,,0.8962800000000002,0.00021,,,10.1021/je0501235
dhmix_1176264893129485339,298.15,101.0,Liquid,2,C1COCCN1,Solvent,0.4911,,O,Solvent,0.5089,,,,-3.131,0.0335,10.1016/j.jct.2015.06.006
dhmix_1177574325015267824,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.4995,,c1ccncc1,Solvent,0.5005,,,,-0.4356,0.1089,10.1016/j.jct.2013.09.015
dens_1177904030998607982,298.15,101.0,Liquid,2,CCO,Solvent,0.6995,,CN(C)CCO,Solvent,0.3005,,0.8345000000000002,0.000135,,,10.1016/j.tca.2014.03.038
dens_1179586060709130547,298.15,101.0,Liquid,2,CCCCC,Solvent,0.504,,CCOC=O,Solvent,0.496,,0.7333000000000002,0.00024,,,10.1016/j.fluid.2013.11.026
dens_1181124480599342089,298.15,101.0,Liquid,2,CN(C)CCCO,Solvent,0.5013,,O,Solvent,0.4987,,0.9170700000000004,8.000000000000002e-05,,,10.1016/j.tca.2012.05.025
dens_1182383239625687428,298.15,101.3,Liquid,2,O,Solvent,0.2552,,OC1=NCCC1,Solvent,0.7448,,1.1044310000000004,0.000577,,,10.1021/je0340809
dhmix_1188730459485170139,298.15,101.0,Liquid,2,CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,Solvent,0.701,,CCO,Solvent,0.299,,,,1.0,0.0305,10.1016/j.jct.2013.09.024
dhmix_1192316217595962227,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.2308,,ClCCCCl,Solvent,0.7692,,,,-0.054,0.001,10.1016/j.jct.2008.10.007
dhmix_1194718582783888267,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.5499,,OCc1ccccc1,Solvent,0.4500999999999999,,,,1.0561,0.01135,10.1021/je050085p
dhmix_1200945544618682299,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.55,,O,Solvent,0.4499999999999999,,,,-3.547,0.038,10.1016/j.jct.2015.06.006
dhmix_1202592112671026226,298.15,101.0,Liquid,2,C1COCCN1,Solvent,0.7149,,O,Solvent,0.2851,,,,-1.753,0.019,10.1016/j.jct.2015.06.006
dens_1204944187708005092,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7961,,CCCCCCCC,Solvent,0.2038999999999999,,0.7509700000000002,0.00055,,,10.1016/j.jct.2005.02.006
dhmix_1205616179928656650,298.15,101.0,Liquid,2,CCCC#N,Solvent,0.5037,,c1ccccc1,Solvent,0.4962999999999999,,,,-0.0659,0.00145,10.1021/je100489z
dhmix_1207837492819171525,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.5169,,OCCCc1ccccc1,Solvent,0.4831,,,,0.989,0.0106,10.1021/je050085p
dens_1208713842056306933,298.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.25,,O,Solvent,0.75,,0.9379600000000002,0.000185,,,10.1016/j.jct.2007.05.009
dens_1209977765685788394,298.15,101.3,Liquid,2,CCCCCC(C)=O,Solvent,0.7509,,CCCCNCCCC,Solvent,0.2491,,0.7951660000000003,0.000105,,,10.1016/j.jct.2011.05.003
dhmix_1210530196219283424,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.4882,,Cc1ccccn1,Solvent,0.5118,,,,-1.4976,0.0305,10.1016/j.jct.2010.12.028
dhmix_1212502331703752418,298.2,100.0,Liquid,2,CN(C)CCO,Solvent,0.2479,,CO,Solvent,0.7521,,,,-0.8057,0.0087,10.1021/je800334m
dens_1214239530347539345,298.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.47353,,c1ccncc1,Solvent,0.52647,,1.0044450000000005,0.0001015,,,10.1021/je400184t
dens_1215318321712050815,298.15,101.0,Liquid,2,COC=O,Solvent,0.4725,,ClCCCl,Solvent,0.5275000000000001,,1.1269600000000004,0.000285,,,10.1016/j.jct.2006.10.008
dhmix_1218901507450848913,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.511,,CCCCCl,Solvent,0.489,,,,0.363,0.0025,10.1016/j.jct.2007.01.017
dhmix_1219989818440748652,298.15,101.0,Liquid,2,CCCCC,Solvent,0.246,,CCCCOC=O,Solvent,0.754,,,,0.632,0.003,10.1016/j.fluid.2013.11.026
dens_1223770847079169465,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2972,,C1COCCO1,Solvent,0.7028,,0.9312200000000004,7.000000000000002e-05,,,10.1016/j.jct.2005.09.004
dens_1224811893827821487,293.15,101.0,Liquid,2,C=C(C)[C@H]1CC=C(C)CC1,Solvent,0.5435,,CCCCCO,Solvent,0.4565,,0.8312000000000003,0.0003,,,10.1016/j.fluid.2010.03.001
dens_1226852774608289072,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.4935,,COC(C)=O,Solvent,0.5065,,0.8996200000000002,0.000505,,,10.1021/acs.jced.5b00813
dens_1227238099271099307,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.4598,,OCc1ccccc1,Solvent,0.5402,,0.9925100000000002,0.00016,,,10.1021/je050085p
dhmix_1229716885503204537,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.204,,ClCCCCCl,Solvent,0.796,,,,-0.039,0.002,10.1016/j.jct.2007.06.017
dens_1230084657366886307,298.15,101.31,Liquid,2,CCCCOC(C)=O,Solvent,0.5044,,c1ccccc1,Solvent,0.4956,,0.8744300000000002,0.000265,,,10.1021/je800915d
dens_1231361758862902793,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.7485999999999999,,COC=O,Solvent,0.2514,,1.7969200000000003,0.00306,,,10.1016/j.jct.2006.05.004
dens_1231696888391460256,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.7138,,COC(C)=O,Solvent,0.2862,,1.7174300000000005,0.002745,,,10.1016/j.jct.2006.05.004
dhmix_1233212777030946354,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.7821,,Cc1ccccn1,Solvent,0.2178999999999999,,,,-0.8656,0.01775,10.1016/j.jct.2010.12.028
dhmix_1234971231080678283,298.15,100.0,Liquid,2,CCCC(=O)OC,Solvent,0.4822,,COC(C)=O,Solvent,0.5178,,,,0.151,0.002,10.1021/acs.jced.5b00813
dens_1238428072985710135,298.15,100.0,Liquid,2,CN1CCCC1=O,Solvent,0.7023,,ClCCCCCCCl,Solvent,0.2976999999999999,,1.0416,0.0003,,,10.1021/je7003758
dhmix_1239655955078015921,308.15,100.0,Liquid,2,C1COCCO1,Solvent,0.2252,,O=C1CCCCCC1,Solvent,0.7747999999999999,,,,0.0783,0.001,10.1021/acs.jced.6b00606
dhmix_1240580175533561588,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.752,,Cc1ccccc1,Solvent,0.248,,,,-0.0091,0.00505,10.1016/j.fluid.2007.03.017
dens_1245293480772890091,298.15,101.0,Liquid,2,CCCO,Solvent,0.5003,,O=Cc1ccccc1,Solvent,0.4997,,0.9470000000000002,0.0035,,,10.1021/je900212d
dhmix_1246984716371606756,298.15,100.0,Liquid,2,CCCC(=O)OC,Solvent,0.226,,COC(C)=O,Solvent,0.774,,,,0.102,0.0015,10.1021/acs.jced.5b00813
dhmix_1251170532861483077,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2632,,Cc1ccccc1Cl,Solvent,0.7368,,,,-0.175,0.001,10.1021/je400722h
dens_1259795689452009995,298.15,100.0,Liquid,2,CC(=O)N(C)C,Solvent,0.499,,CCCCCl,Solvent,0.501,,0.9081000000000002,0.0002,,,10.1021/je700096m
dhmix_1262516824505818950,298.15,101.0,Liquid,2,O,Solvent,0.5217,,OC1=NCCC1,Solvent,0.4783,,,,-0.8384,0.20965,10.1016/j.jct.2013.09.015
dens_1265288553828253535,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.2047,,COC=O,Solvent,0.7953,,1.2611800000000004,0.001025,,,10.1016/j.jct.2006.05.004
dhmix_1268731609989732398,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.7385,,ClCCCl,Solvent,0.2614999999999999,,,,-0.205,0.0025,10.1016/j.jct.2008.10.007
dhmix_1270616579485641697,298.15,101.0,Liquid,2,CC(C)(C)O,Solvent,0.2578,,OC1=NCCC1,Solvent,0.7422,,,,0.2874,0.0032,10.1021/je801006q
dhmix_1272013956612716633,303.15,100.0,Liquid,2,NCCCNCCCN,Solvent,0.3005,,O,Solvent,0.6995,,,,-6.588,0.07,10.1016/j.jct.2015.04.030
dhmix_1273459918764556758,298.15,101.0,Liquid,2,COC=O,Solvent,0.7674,,ClCCCCl,Solvent,0.2326,,,,0.2841,0.0015,10.1016/j.jct.2006.10.008
dhmix_1281434543239639595,298.15,101.0,Liquid,2,O,Solvent,0.7342,,OCCCCO,Solvent,0.2658,,,,-0.896,0.0115,10.1016/j.jct.2005.06.018
dens_1283012346101437264,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.4959,,CCCCOCCO,Solvent,0.5041,,0.8550000000000002,5.450000000000001e-05,,,10.1016/j.fluid.2013.06.021
dhmix_1287541322277389662,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2425,,c1ccccc1,Solvent,0.7575000000000001,,,,-0.1608,0.00185,10.1016/j.jct.2010.07.016
dens_1294684808448042847,298.15,101.0,Liquid,2,O,Solvent,0.7,,O=C1CCCO1,Solvent,0.3,,1.0886000000000002,0.0001,,,10.1021/je100803e
dens_1297687935211354848,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.5006,,CCCNCCC,Solvent,0.4993999999999999,,0.7590400000000002,0.000125,,,10.1016/j.tca.2010.09.004
dens_1299381061937449134,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.5026,,Nc1ccccc1,Solvent,0.4973999999999999,,0.9213850000000002,5.650000000000002e-05,,,10.1021/je100472t
dhmix_1305861804822074520,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2356,,c1ccccc1,Solvent,0.7644,,,,-0.3684,0.00405,10.1016/j.jct.2010.12.016
dhmix_1305963117178144476,298.15,101.0,Liquid,2,CCCCCCCl,Solvent,0.79,,CN1CCCC1=O,Solvent,0.21,,,,0.232,0.0025,10.1016/j.jct.2008.01.024
dens_1310485694226162831,298.15,101.0,Liquid,2,CCCC#N,Solvent,0.5,,c1ccccc1,Solvent,0.5,,0.8318550000000002,5.8000000000000014e-05,,,10.1021/acs.jced.5b00009
dens_1311996093539322834,308.15,101.325,Liquid,2,CC(C)CO,Solvent,0.4989,,CCCCBr,Solvent,0.5011,,1.0366800000000005,0.000225,,,10.1021/je0501235
dhmix_1313904349289376403,298.15,101.0,Liquid,2,CCCCCCCCCl,Solvent,0.79,,CN(C)C=O,Solvent,0.21,,,,0.68,0.0045,10.1016/j.jct.2007.01.017
dhmix_1319149698628633276,298.15,101.325,Liquid,2,CCCO,Solvent,0.7302,,O=Cc1ccccc1,Solvent,0.2698,,,,1.3784,0.00585,10.1016/j.jct.2011.05.014
dens_1330316981971588147,298.15,101.0,Liquid,2,CCCCCCCCC,Solvent,0.1995,,COC(C)(C)C,Solvent,0.8005,,0.7281100000000001,0.000285,,,10.1021/je700428f
dens_1330607022462496611,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2387,,Cc1ccccc1,Solvent,0.7613,,0.8669900000000003,0.000505,,,10.1021/je5004719
dens_1332202190212901968,298.15,101.3,Liquid,2,NCCCO,Solvent,0.708044133701138,,O,Solvent,0.291955866298862,,0.9975000000000004,0.0018,,,10.1021/acs.jced.5b00412
dhmix_1339359222716958625,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.2681,,c1ccncc1,Solvent,0.7319,,,,-0.8915,0.0182,10.1016/j.jct.2010.12.028
dhmix_1340551154767773995,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2416,,Cc1ccncc1,Solvent,0.7584,,,,0.0975,0.001,10.1016/j.tca.2011.02.002
dhmix_1341480504306845987,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.4826,,c1ccncc1,Solvent,0.5174000000000001,,,,-1.0329,0.02105,10.1016/j.jct.2010.12.028
dens_1342565937748307791,298.15,101.3,Liquid,2,CC(C)OC(C)C,Solvent,0.484,,CCCCCl,Solvent,0.516,,0.7925060000000002,0.0004005,,,10.1007/s10765-010-0737-5
dens_1343748343565405271,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4794,,c1ccccc1,Solvent,0.5206,,0.8778700000000003,0.000505,,,10.1021/je5004719
dens_1347316521156444850,298.15,100.0,Liquid,2,CCCCCCC,Solvent,0.2509,,CNc1ccccc1,Solvent,0.7491,,0.8897150000000003,0.0002615,,,10.1021/je400134d
dens_1348978885496535798,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.2331,,CCOC(C)=O,Solvent,0.7669,,0.9064300000000002,0.000245,,,10.1021/je050538q
dhmix_1350515415583192819,298.15,101.0,Liquid,2,O,Solvent,0.257,,OCCCO,Solvent,0.743,,,,-0.633,0.008,10.1016/j.jct.2005.06.018
dens_1352726487035297413,303.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2922,,CN1CCCC1=O,Solvent,0.7078,,0.9591400000000002,0.00262,,,10.1016/j.jct.2009.01.006
dhmix_1354831104032399501,298.15,101.3,Liquid,2,CCCCCCCCC,Solvent,0.2601,,COC(C)(C)C,Solvent,0.7399,,,,0.371,0.0075,10.1016/j.fluid.2004.12.013
dens_1355064509457264460,308.15,100.0,Liquid,2,CN(C)C=O,Solvent,0.2737,,Cc1ccccc1Cl,Solvent,0.7263,,1.0415000000000003,0.0005,,,10.1016/j.jct.2013.12.006
dhmix_1356402545173454955,298.15,101.0,Liquid,2,C=CCCCC,Solvent,0.1501,,CCCO,Solvent,0.8499,,,,0.192,0.005,10.1021/je5004912
dens_1356512972640274406,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.5106,,CCN(CC)CC,Solvent,0.4893999999999999,,0.7527560000000002,0.0001045,,,10.1016/j.tca.2010.09.004
dens_1357092260115197012,298.0,100.0,Liquid,2,CN(C)C=O,Solvent,0.2994,,ClCCCCCl,Solvent,0.7006,,1.0879000000000003,0.0021,,,10.1021/je700339f
dhmix_1357414758624588044,298.15,101.0,Liquid,2,CCCCCCCl,Solvent,0.795,,CN(C)C=O,Solvent,0.205,,,,0.542,0.0035,10.1016/j.jct.2007.01.017
dens_1359849804799297383,298.15,101.0,Liquid,2,CCCCC,Solvent,0.298,,CCOC=O,Solvent,0.702,,0.7971000000000003,0.000345,,,10.1016/j.fluid.2013.11.026
dens_1360503002248536084,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.2374,,c1ccncc1,Solvent,0.7626,,0.9863750000000002,0.000118,,,10.1016/j.jct.2010.12.028
dens_1363372427625556383,298.0,100.0,Liquid,2,CN(C)C=O,Solvent,0.2013,,ClCCCCCCCl,Solvent,0.7987,,1.0486000000000002,0.0014,,,10.1021/je700339f
dens_1366957285535497943,298.15,100.0,Liquid,2,CCCCCl,Solvent,0.7012,,CN(C)C=O,Solvent,0.2988,,0.8963000000000002,0.0002,,,10.1021/je700096m
dens_1372416415765109834,308.15,100.0,Liquid,2,C1COCCO1,Solvent,0.5723,,O=C1CCCCCC1,Solvent,0.4276999999999999,,0.9737000000000002,0.00051,,,10.1021/acs.jced.6b00606
dhmix_1374395489215351863,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.25,,O=C1CCCCC1,Solvent,0.75,,,,0.20076,0.00121,10.1021/je034037l
dhmix_1375262848018707913,298.15,101.3,Liquid,2,Clc1ccccc1,Solvent,0.7777,,c1ccccc1,Solvent,0.2223,,,,-0.0036,0.0004,10.1021/je7002447
dens_1378399495676303426,298.15,100.0,Liquid,2,C1CCOCC1,Solvent,0.5009,,O=C1CCCCC1,Solvent,0.4991,,0.9160300000000002,0.000505,,,10.1021/acs.jced.6b00606
dhmix_1378703187616582962,298.15,101.0,Liquid,2,C=CCCCC,Solvent,0.5003,,CCCCO,Solvent,0.4997,,,,0.56098,0.00616,10.1016/j.fluid.2011.11.005
dhmix_1380049631198474790,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.708,,CCCCCl,Solvent,0.292,,,,0.305,0.0025,10.1016/j.jct.2007.01.017
dens_1382816709342190380,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.7745,,OCc1ccccc1,Solvent,0.2255,,0.9915900000000004,0.000215,,,10.1021/je050085p
dhmix_1385584224479993582,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.2131999999999999,,CCCNCCC,Solvent,0.7868,,,,0.137,0.0015,10.1016/j.fluid.2013.01.011
dens_1385759761220967506,298.15,101.3,Liquid,2,CC(C)OC(C)C,Solvent,0.8082,,CCCCCl,Solvent,0.1918,,0.7440910000000002,0.000448,,,10.1007/s10765-010-0737-5
dhmix_1385884382198532362,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.7789,,Cc1cccnc1,Solvent,0.2210999999999999,,,,-0.8735,0.01785,10.1016/j.jct.2010.12.028
dhmix_1386097266245676316,298.15,101.0,Liquid,2,CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,Solvent,0.488,,CCO,Solvent,0.512,,,,1.109,0.0335,10.1016/j.jct.2013.09.024
dens_1386399676043524354,298.15,101.0,Liquid,2,CCCCOCCO,Solvent,0.4995,,c1ccccc1,Solvent,0.5005,,0.8864700000000002,0.000795,,,10.1021/je034005y
dens_1389771520593422649,298.15,101.3,Liquid,2,CC(C)(C)Cl,Solvent,0.5148,,CC(C)OC(C)C,Solvent,0.4851999999999999,,0.7723510000000002,0.00042,,,10.1007/s10765-010-0737-5
dhmix_1391915042021154718,303.0,101.0,Liquid,2,COC(C)(C)C,Solvent,0.749,,ClC(Cl)Cl,Solvent,0.251,,,,-1.9,0.077,10.1021/je100821g
dhmix_1392358491704198555,298.15,101.0,Liquid,2,CCO,Solvent,0.4139,,Cc1cccc(O)c1,Solvent,0.5861,,,,-1.14624,0.00985,10.1016/j.fluid.2017.09.008
dens_1396112274687190374,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.4646,,CCOC(C)=O,Solvent,0.5354,,0.9166300000000002,0.00022,,,10.1021/je050538q
dhmix_1398756314755218517,298.15,101.0,Liquid,2,NCCO,Solvent,0.24812,,c1ccncc1,Solvent,0.75188,,,,0.779,0.0035,10.1021/je400184t
dhmix_1399578220494205138,298.42,101.0,Liquid,2,CC#N,Solvent,0.5016,,CCOC(C)(C)C,Solvent,0.4984,,,,0.7098,0.00965,10.1021/je301238f
dens_1401836137184544406,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.7074,,OCCCc1ccccc1,Solvent,0.2925999999999999,,0.9634300000000002,0.00026,,,10.1021/je050085p
dhmix_1402171818007411627,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.75,,CCCC(C)=O,Solvent,0.25,,,,0.23761,0.00135,10.1021/je034037l
dens_1406777287555793476,303.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.4815,,Cc1ccccc1,Solvent,0.5185,,0.9415400000000002,0.00028,,,10.1016/j.jct.2006.06.005
dhmix_1407633159957451366,298.2,100.0,Liquid,2,CN(C)CCO,Solvent,0.4972,,CO,Solvent,0.5028,,,,-0.8673,0.00935,10.1021/je800334m
dhmix_1414110847137433990,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.5406,,COC(C)=O,Solvent,0.4594,,,,1.759,0.019,10.1021/acs.jced.5b00813
dhmix_1415405620655522356,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.25,,CCCCCC(C)=O,Solvent,0.75,,,,0.2911,0.00164,10.1021/je034037l
dhmix_1420101686941041579,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2454,,Cc1ccccc1C,Solvent,0.7545999999999999,,,,-0.0613,0.00085,10.1016/j.jct.2010.07.016
dens_1421062142762375597,298.4,101.0,Liquid,2,CC#N,Solvent,0.2016,,CCOC(C)(C)CC,Solvent,0.7984,,0.7635000000000002,0.00025,,,10.1021/je301238f
dens_1425253920898970696,298.15,101.0,Liquid,2,CC(C)=O,Solvent,0.6993,,Nc1ccccc1,Solvent,0.3006999999999999,,0.8786430000000003,0.000178,,,10.1021/je900874z
dens_1427012590663920837,298.0,100.0,Liquid,2,CN(C)C=O,Solvent,0.7034,,ClCCCCCCCl,Solvent,0.2966,,0.9943000000000002,0.0017,,,10.1021/je700339f
dens_1432931281109029702,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.5,,CCCCO,Solvent,0.5,,0.7294000000000002,0.000285,,,10.1016/j.fluid.2012.06.031
dhmix_1433026605827344420,298.2,101.3,Liquid,2,CCOC(=O)CC(=O)OCC,Solvent,0.4993,,CO,Solvent,0.5006999999999999,,,,1.426,0.0155,10.1021/je9003806
dens_1437960735468688239,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2361,,CCCC(C)=O,Solvent,0.7639,,0.8183900000000002,0.000215,,,10.1021/je025649t
dens_1447691934159498598,298.4,101.0,Liquid,2,CC#N,Solvent,0.7004,,CCOC(C)(C)CC,Solvent,0.2996,,0.7707000000000003,0.0005,,,10.1021/je301238f
dhmix_1448335308282448556,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.504,,ClCCCCCCCl,Solvent,0.496,,,,0.09,0.002,10.1016/j.jct.2007.06.017
dhmix_1448878453654753010,298.15,101.3,Liquid,2,C1COCO1,Solvent,0.75,,CCCCCC(C)=O,Solvent,0.25,,,,0.37402,0.001955,10.1021/je034223r
dhmix_1449551264413750852,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2915,,c1ccncc1,Solvent,0.7085,,,,0.0898,0.00095,10.1016/j.tca.2011.02.002
dhmix_1449760743539319422,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.25,,CCCC(C)=O,Solvent,0.75,,,,0.06014,0.00063,10.1021/je025649t
dens_1451667717655520319,298.15,101.0,Liquid,2,Cc1ccncc1,Solvent,0.5,,O,Solvent,0.5,,0.9704000000000004,0.0005,,,10.1021/je8008182
dhmix_1451952546570814087,298.15,101.0,Liquid,2,CCCCCCC,Solvent,0.2058999999999999,,CNc1ccccc1,Solvent,0.7941,,,,1.126,0.012,10.1016/j.jct.2012.07.006
